zip_code	city	state_abbr	state_full	county	county_FIPS_code	FIPS	longitude	latitude	area_code	city_type	population	Land_Sq_Mi
34050	FPO	AA	Armed Forces Americas (except Canada)	Erie	29		41.0375	-111.6789				
34034	APO	AA	Armed Forces Americas (except Canada)	Dillon	33		33.0364	-82.2493				
99553	Akutan	AK	Alaska	Aleutians East	13		54.143	-165.7854				
99571	Cold Bay	AK	Alaska	Aleutians East	13		55.3976	-162.4206				
99583	False Pass	AK	Alaska	Aleutians East	13		54.841	-163.4368				
99612	King Cove	AK	Alaska	Aleutians East	13		55.0628	-162.3056				
99661	Sand Point	AK	Alaska	Aleutians East	13		55.3192	-160.4914				
99546	Adak	AK	Alaska	Aleutians West (CA)	16		51.88	-176.6581				
99547	Atka	AK	Alaska	Aleutians West (CA)	16		52.1224	-174.4301				
99591	Saint George Island	AK	Alaska	Aleutians West (CA)	16		56.5944	-169.6186				
99638	Nikolski	AK	Alaska	Aleutians West (CA)	16		52.9883	-168.7884				
99660	Saint Paul Island	AK	Alaska	Aleutians West (CA)	16		57.1842	-170.2764				
99685	Unalaska	AK	Alaska	Aleutians West (CA)	16		53.8871	-166.5199				
99692	Dutch Harbor	AK	Alaska	Aleutians West (CA)	16		53.3628	-167.5107				
99501	Anchorage	AK	Alaska	Anchorage Municipality	20		61.2116	-149.8761				
99505	Fort Richardson	AK	Alaska	Anchorage Municipality	20		61.2753	-149.6755				
99506	Elmendorf Afb	AK	Alaska	Anchorage Municipality	20		61.2515	-149.8127				
99540	Indian	AK	Alaska	Anchorage Municipality	20		61.1089	-149.4403				
99567	Chugiak	AK	Alaska	Anchorage Municipality	20		61.4098	-149.4537				
99577	Eagle River	AK	Alaska	Anchorage Municipality	20		61.3114	-149.5085				
99587	Girdwood	AK	Alaska	Anchorage Municipality	20		60.9577	-149.1406				
99545	Kongiganak	AK	Alaska	Bethel Census Area	50		59.9599	-162.8919				
99551	Akiachak	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99552	Akiak	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99557	Aniak	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99559	Bethel	AK	Alaska	Bethel (CA)	50		60.13	-162.1739				
99561	Chefornak	AK	Alaska	Bethel (CA)	50		60.1537	-164.2103				
99575	Crooked Creek	AK	Alaska	Bethel (CA)	50		61.8181	-158.0025				
99578	Eek	AK	Alaska	Bethel (CA)	50		60.2151	-162.0323				
99589	Goodnews Bay	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99607	Kalskag	AK	Alaska	Bethel (CA)	50		61.541	-160.3261				
99609	Kasigluk	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99614	Kipnuk	AK	Alaska	Bethel (CA)	50		59.9232	-164.101				
99621	Kwethluk	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99622	Kwigillingok	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99626	Lower Kalskag	AK	Alaska	Bethel (CA)	50		61.5138	-160.36				
99630	Mekoryuk	AK	Alaska	Bethel (CA)	50		60.3657	-166.2836				
99634	Napakiak	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99637	Toksook Bay	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99641	Nunapitchuk	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99651	Platinum	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99655	Quinhagak	AK	Alaska	Bethel (CA)	50		59.7381	-161.8749				
99656	Red Devil	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99668	Sleetmute	AK	Alaska	Bethel (CA)	50		61.6346	-157.1183				
99679	Tuluksak	AK	Alaska	Bethel (CA)	50		61.1088	-160.9389				
99680	Tuntutuliak	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99681	Tununak	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99690	Nightmute	AK	Alaska	Bethel (CA)	50		60.3147	-163.1189				
99613	King Salmon	AK	Alaska	Bristol Bay	60		58.7456	-157.1595				
99633	Naknek	AK	Alaska	Bristol Bay	60		58.783	-156.8992				
99670	South Naknek	AK	Alaska	Bristol Bay	60		58.6639	-156.9756				
99704	Clear	AK	Alaska	Denali	68		64.2966	-149.1608				
99729	Cantwell	AK	Alaska	Denali	68		63.3955	-148.8974				
99743	Healy	AK	Alaska	Denali	68		63.9171	-149.0111				
99744	Anderson	AK	Alaska	Denali	68		63.5436	-149.9867				
99755	Denali National Park	AK	Alaska	Denali	68		63.5436	-149.9867				
99555	Aleknagik	AK	Alaska	Dillingham (CA)	70		59.2697	-158.6199				
99569	Clarks Point	AK	Alaska	Dillingham (CA)	70		58.8173	-158.5299				
99576	Dillingham	AK	Alaska	Dillingham (CA)	70		59.0402	-158.5231				
99580	Ekwok	AK	Alaska	Dillingham (CA)	70		59.3628	-157.4782				
99628	Manokotak	AK	Alaska	Dillingham (CA)	70		59.0096	-158.9897				
99636	New Stuyahok	AK	Alaska	Dillingham (CA)	70		59.4882	-157.2905				
99678	Togiak	AK	Alaska	Dillingham (CA)	70		59.3292	-160.1123				
99701	Fairbanks	AK	Alaska	Fairbanks North Star	90		64.644	-147.5221				
99702	Eielson Afb	AK	Alaska	Fairbanks North Star	90		64.6735	-147.0805				
99703	Fort Wainwright	AK	Alaska	Fairbanks North Star	90		64.8283	-147.6557				
99705	North Pole	AK	Alaska	Fairbanks North Star	90		64.7805	-147.3694				
99714	Salcha	AK	Alaska	Fairbanks North Star	90		64.509	-146.953				
99716	Two Rivers	AK	Alaska	Fairbanks North Star	90		64.8746	-146.8982				
99725	Ester	AK	Alaska	Fairbanks North Star	90		64.871	-148.0949				
99827	Haines	AK	Alaska	Haines	100		59.2519	-135.542				
99801	Juneau	AK	Alaska	Juneau City and Boroug	110		58.3628	-134.5294				
99821	Auke Bay	AK	Alaska	Juneau City and Boroug	110		58.4494	-134.7003				
99824	Douglas	AK	Alaska	Juneau City and Boroug	110		58.2756	-134.395				
99556	Anchor Point	AK	Alaska	Kenai Peninsula	122		59.8371	-151.7078				
99568	Clam Gulch	AK	Alaska	Kenai Peninsula	122		60.2016	-151.4226				
99572	Cooper Landing	AK	Alaska	Kenai Peninsula	122		60.4767	-149.8235				
99603	Homer	AK	Alaska	Kenai Peninsula	122		59.5374	-151.2356				
99605	Hope	AK	Alaska	Kenai Peninsula	122		60.8726	-149.4683				
99610	Kasilof	AK	Alaska	Kenai Peninsula	122		60.3164	-151.2896				
99611	Kenai	AK	Alaska	Kenai Peninsula	122		60.6145	-151.2546				
99631	Moose Pass	AK	Alaska	Kenai Peninsula	122		60.6148	-149.4056				
99635	Nikiski	AK	Alaska	Kenai Peninsula	122		60.7007	-151.2766				
99639	Ninilchik	AK	Alaska	Kenai Peninsula	122		60.0108	-151.6396				
99663	Seldovia	AK	Alaska	Kenai Peninsula	122		59.4495	-151.7009				
99664	Seward	AK	Alaska	Kenai Peninsula	122		60.1329	-149.3985				
99669	Soldotna	AK	Alaska	Kenai Peninsula	122		60.4818	-151.1358				
99672	Sterling	AK	Alaska	Kenai Peninsula	122		60.5136	-150.8532				
99682	Tyonek	AK	Alaska	Kenai Peninsula	122		60.0366	-151.6556				
99901	Ketchikan	AK	Alaska	Ketchikan Gateway	130		55.372	-131.6832				
99928	Ward Cove	AK	Alaska	Ketchikan Gateway	130		55.3954	-131.6754				
99550	Port Lions	AK	Alaska	Kodiak Island	150		57.7012	-153.5056				
99608	Karluk	AK	Alaska	Kodiak Island	150		58.2687	-155.7971				
99615	Kodiak	AK	Alaska	Kodiak Island	150		57.6036	-153.3751				
99624	Larsen Bay	AK	Alaska	Kodiak Island	150		58.2687	-155.7971				
99643	Old Harbor	AK	Alaska	Kodiak Island	150		58.2687	-155.7971				
99644	Ouzinkie	AK	Alaska	Kodiak Island	150		58.2687	-155.7971				
99548	Chignik Lake	AK	Alaska	Lake and Peninsula	164		56.2448	-158.7578				
99549	Port Heiden	AK	Alaska	Lake and Peninsula	164		56.9643	-158.5664				
99564	Chignik	AK	Alaska	Lake and Peninsula	164		56.3016	-158.4157				
99565	Chignik Lagoon	AK	Alaska	Lake and Peninsula	164		58.2687	-156.6484				
99579	Egegik	AK	Alaska	Lake and Peninsula	164		58.2062	-157.3422				
99606	Iliamna	AK	Alaska	Lake and Peninsula	164		59.7525	-154.8236				
99625	Levelock	AK	Alaska	Lake and Peninsula	164		59.2905	-156.6503				
99640	Nondalton	AK	Alaska	Lake and Peninsula	164		58.2687	-156.6484				
99647	Pedro Bay	AK	Alaska	Lake and Peninsula	164		59.8681	-154.0757				
99648	Perryville	AK	Alaska	Lake and Peninsula	164		55.9453	-159.2593				
99649	Pilot Point	AK	Alaska	Lake and Peninsula	164		57.5952	-157.4493				
99653	Port Alsworth	AK	Alaska	Lake and Peninsula	164		58.2687	-156.6484				
99623	Wasilla	AK	Alaska	Matanuska-Susitna Borough	170		61.5463	-149.5901				
99645	Palmer	AK	Alaska	Matanuska-Susitna	170		61.6303	-148.9872				
99652	Big Lake	AK	Alaska	Matanuska-Susitna	170		61.523	-149.7288				
99667	Skwentna	AK	Alaska	Matanuska-Susitna	170		62.2804	-149.7152				
99674	Sutton	AK	Alaska	Matanuska-Susitna	170		61.7327	-148.7837				
99676	Talkeetna	AK	Alaska	Matanuska-Susitna	170		62.2605	-150.1101				
99683	Trapper Creek	AK	Alaska	Matanuska-Susitna	170		62.5019	-151.0043				
99688	Willow	AK	Alaska	Matanuska-Susitna	170		61.8966	-150.0038				
99694	Houston	AK	Alaska	Matanuska-Susitna	170		62.2804	-149.7152				
99659	Saint Michael	AK	Alaska	Nome (CA)	180		63.4776	-162.1091				
99671	Stebbins	AK	Alaska	Nome (CA)	180		64.7556	-165.6723				
99684	Unalakleet	AK	Alaska	Nome (CA)	180		63.8835	-160.7884				
99739	Elim	AK	Alaska	Nome (CA)	180		64.6217	-162.2604				
99742	Gambell	AK	Alaska	Nome (CA)	180		63.7766	-171.7017				
99753	Koyuk	AK	Alaska	Nome (CA)	180		64.7556	-165.6723				
99762	Nome	AK	Alaska	Nome (CA)	180		64.8393	-164.4361				
99769	Savoonga	AK	Alaska	Nome (CA)	180		63.6797	-170.4709				
99771	Shaktoolik	AK	Alaska	Nome (CA)	180		64.3755	-161.1746				
99772	Shishmaref	AK	Alaska	Nome (CA)	180		66.2306	-166.1373				
99778	Teller	AK	Alaska	Nome (CA)	180		65.2402	-166.3833				
99783	Wales	AK	Alaska	Nome (CA)	180		64.7556	-165.6723				
99784	White Mountain	AK	Alaska	Nome (CA)	180		64.7028	-163.4218				
99785	Brevig Mission	AK	Alaska	Nome (CA)	180		65.3342	-166.4786				
99721	Anaktuvuk Pass	AK	Alaska	North Slope	185		66.6933	-153.994				
99723	Barrow	AK	Alaska	North Slope	185		71.2346	-156.8174				
99734	Prudhoe Bay	AK	Alaska	North Slope	185		66.6933	-153.994				
99747	Kaktovik	AK	Alaska	North Slope	185		66.6933	-153.994				
99759	Point Lay	AK	Alaska	North Slope	185		68.887	-164.2497				
99766	Point Hope	AK	Alaska	North Slope	185		66.6933	-153.994				
99782	Wainwright	AK	Alaska	North Slope	185		66.6933	-153.994				
99789	Nuiqsut	AK	Alaska	North Slope	185		70.1927	-150.9971				
99791	Atqasuk	AK	Alaska	North Slope	185		70.4947	-157.4411				
99727	Buckland	AK	Alaska	Northwest Arctic	188		66.8684	-159.8439				
99736	Deering	AK	Alaska	Northwest Arctic	188		66.8684	-159.8439				
99749	Kiana	AK	Alaska	Northwest Arctic	188		66.8684	-159.8439				
99750	Kivalina	AK	Alaska	Northwest Arctic	188		66.8684	-159.8439				
99751	Kobuk	AK	Alaska	Northwest Arctic	188		66.8684	-159.8439				
99752	Kotzebue	AK	Alaska	Northwest Arctic	188		66.8653	-161.7808				
99761	Noatak	AK	Alaska	Northwest Arctic	188		66.8684	-159.8439				
99763	Noorvik	AK	Alaska	Northwest Arctic	188		66.8364	-161.0441				
99770	Selawik	AK	Alaska	Northwest Arctic	188		66.8684	-159.8439				
99773	Shungnak	AK	Alaska	Northwest Arctic	188		66.8684	-159.8439				
99786	Ambler	AK	Alaska	Northwest Arctic	188		66.8684	-159.8439				
99903	Meyers Chuck	AK	Alaska	Prince of Wales-Outer	201		55.5179	-132.0032				
99918	Coffman Cove	AK	Alaska	Prince of Wales-Outer	201		55.9524	-132.7503				
99919	Thorne Bay	AK	Alaska	Prince of Wales-Outer	201		55.6609	-132.5138				
99921	Craig	AK	Alaska	Prince of Wales-Outer	201		55.4732	-133.1171				
99922	Hydaburg	AK	Alaska	Prince of Wales-Outer	201		55.2087	-132.8259				
99923	Hyder	AK	Alaska	Prince of Wales-Outer	201		55.5179	-132.0032				
99925	Klawock	AK	Alaska	Prince of Wales-Outer	201		55.5526	-133.0555				
99926	Metlakatla	AK	Alaska	Prince of Wales-Outer	201		55.1215	-131.579				
99927	Point Baker	AK	Alaska	Prince of Wales-Outer	201		55.5179	-132.0032				
99835	Sitka	AK	Alaska	Sitka City and Borough	220		57.0514	-135.3166				
99689	Yakutat	AK	Alaska	Skagway-Hoonah-Angoon	232		59.812	-139.5505				
99820	Angoon	AK	Alaska	Skagway-Hoonah-Angoon	232		57.5005	-134.586				
99825	Elfin Cove	AK	Alaska	Skagway-Hoonah-Angoon	232		58.3318	-135.1813				
99826	Gustavus	AK	Alaska	Skagway-Hoonah-Angoon	232		58.4284	-135.7615				
99829	Hoonah	AK	Alaska	Skagway-Hoonah-Angoon	232		58.0977	-135.4316				
99832	Pelican	AK	Alaska	Skagway-Hoonah-Angoon	232		58.3318	-135.1813				
99840	Skagway	AK	Alaska	Skagway-Hoonah-Angoon	232		59.4685	-135.3018				
99841	Tenakee Springs	AK	Alaska	Skagway-Hoonah-Angoon	232		57.7943	-135.1844				
99731	Fort Greely	AK	Alaska	Southeast Fairbanks Census Area	240		63.952	-146.451				
99732	Chicken	AK	Alaska	Southeast Fairbanks (C	240		63.8706	-144.0026				
99737	Delta Junction	AK	Alaska	Southeast Fairbanks (C	240		63.7964	-145.0726				
99738	Eagle	AK	Alaska	Southeast Fairbanks (C	240		63.8706	-144.0026				
99764	Northway	AK	Alaska	Southeast Fairbanks (C	240		63.8706	-144.0026				
99776	Tanacross	AK	Alaska	Southeast Fairbanks (C	240		63.8706	-144.0026				
99779	Tetlin	AK	Alaska	Southeast Fairbanks (C	240		63.8706	-144.0026				
99780	Tok	AK	Alaska	Southeast Fairbanks (C	240		63.8706	-144.0026				
99566	Chitina	AK	Alaska	Valdez-Cordova (CA)	261		61.471	-144.991				
99573	Copper Center	AK	Alaska	Valdez-Cordova (CA)	261		61.471	-144.991				
99574	Cordova	AK	Alaska	Valdez-Cordova (CA)	261		60.5362	-145.7534				
99586	Gakona	AK	Alaska	Valdez-Cordova (CA)	261		62.6682	-144.1105				
99588	Glennallen	AK	Alaska	Valdez-Cordova (CA)	261		62.1039	-145.6617				
99677	Tatitlek	AK	Alaska	Valdez-Cordova (CA)	261		60.8906	-146.6703				
99686	Valdez	AK	Alaska	Valdez-Cordova (CA)	261		61.101	-146.9				
99693	Whittier	AK	Alaska	Valdez-Cordova (CA)	261		60.7734	-148.6839				
99554	Alakanuk	AK	Alaska	Wade Hampton (CA)	270		62.6944	-164.6475				
99563	Chevak	AK	Alaska	Wade Hampton (CA)	270		61.529	-165.5905				
99581	Emmonak	AK	Alaska	Wade Hampton (CA)	270		62.7818	-164.5335				
99585	Marshall	AK	Alaska	Wade Hampton (CA)	270		61.9287	-162.268				
99604	Hooper Bay	AK	Alaska	Wade Hampton (CA)	270		61.527	-166.1151				
99620	Kotlik	AK	Alaska	Wade Hampton (CA)	270		63.0295	-163.5542				
99632	Mountain Village	AK	Alaska	Wade Hampton (CA)	270		62.1123	-163.6644				
99650	Pilot Station	AK	Alaska	Wade Hampton (CA)	270		61.9462	-162.8747				
99657	Russian Mission	AK	Alaska	Wade Hampton (CA)	270		61.7744	-161.3939				
99658	Saint Marys	AK	Alaska	Wade Hampton (CA)	270		62.1172	-163.2376				
99662	Scammon Bay	AK	Alaska	Wade Hampton (CA)	270		61.845	-165.5819				
99666	Sheldon Point	AK	Alaska	Wade Hampton (CA)	270		62.1172	-163.2376				
99830	Kake	AK	Alaska	Wrangell-Petersburg (C	280		56.9736	-133.936				
99833	Petersburg	AK	Alaska	Wrangell-Petersburg (C	280		56.8271	-133.1607				
99836	Port Alexander	AK	Alaska	Wrangell-Petersburg (C	280		56.536	-132.8279				
99929	Wrangell	AK	Alaska	Wrangell-Petersburg (C	280		56.4335	-132.3529				
99558	Anvik	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99584	Flat	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99590	Grayling	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99602	Holy Cross	AK	Alaska	Yukon-Koyukuk (CA)	290		62.1926	-159.8251				
99627	Mc Grath	AK	Alaska	Yukon-Koyukuk (CA)	290		62.9457	-155.5712				
99665	Shageluk	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99675	Takotna	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99691	Nikolai	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99720	Allakaket	AK	Alaska	Yukon-Koyukuk (CA)	290		66.5432	-152.7122				
99722	Arctic Village	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99724	Beaver	AK	Alaska	Yukon-Koyukuk (CA)	290		66.9297	-149.193				
99726	Bettles Field	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99730	Central	AK	Alaska	Yukon-Koyukuk (CA)	290		65.4681	-144.7489				
99733	Circle	AK	Alaska	Yukon-Koyukuk (CA)	290		65.8245	-144.0826				
99740	Fort Yukon	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99741	Galena	AK	Alaska	Yukon-Koyukuk (CA)	290		65.8263	-154.4373				
99745	Hughes	AK	Alaska	Yukon-Koyukuk (CA)	290		66.0382	-154.2644				
99746	Huslia	AK	Alaska	Yukon-Koyukuk (CA)	290		65.6899	-156.292				
99748	Kaltag	AK	Alaska	Yukon-Koyukuk (CA)	290		64.3305	-158.7243				
99754	Koyukuk	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99756	Manley Hot Springs	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99757	Lake Minchumina	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99758	Minto	AK	Alaska	Yukon-Koyukuk (CA)	290		65.0584	-149.6912				
99760	Nenana	AK	Alaska	Yukon-Koyukuk (CA)	290		64.5577	-149.0867				
99765	Nulato	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99767	Rampart	AK	Alaska	Yukon-Koyukuk (CA)	290		65.509	-150.1619				
99768	Ruby	AK	Alaska	Yukon-Koyukuk (CA)	290		64.7201	-155.5039				
99774	Stevens Village	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99777	Tanana	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
99781	Venetie	AK	Alaska	Yukon-Koyukuk (CA)	290		67.0104	-146.4137				
99788	Chalkyitsik	AK	Alaska	Yukon-Koyukuk (CA)	290		65.2264	-151.0251				
36003	Autaugaville	AL	Alabama	Autauga	1		32.4625	-86.7149				
36006	Billingsley	AL	Alabama	Autauga	1		32.6106	-86.7163				
36008	Booth	AL	Alabama	Autauga	1		32.5016	-86.5727				
36051	Marbury	AL	Alabama	Autauga	1		32.6841	-86.4946				
36066	Prattville	AL	Alabama	Autauga	1		32.4787	-86.43				
36749	Jones	AL	Alabama	Autauga	1		32.5104	-86.8138				
36507	Bay Minette	AL	Alabama	Baldwin	3		30.8635	-87.7644				
36511	Bon Secour	AL	Alabama	Baldwin	3		30.3128	-87.7431				
36526	Daphne	AL	Alabama	Baldwin	3		30.6197	-87.8895				
36527	Spanish Fort	AL	Alabama	Baldwin	3		30.6959	-87.8867				
36530	Elberta	AL	Alabama	Baldwin	3		30.3942	-87.589				
36532	Fairhope	AL	Alabama	Baldwin	3		30.5012	-87.8835				
36535	Foley	AL	Alabama	Baldwin	3		30.4007	-87.6857				
36542	Gulf Shores	AL	Alabama	Baldwin	3		30.2717	-87.7589				
36549	Lillian	AL	Alabama	Baldwin	3		30.3972	-87.4745				
36550	Little River	AL	Alabama	Baldwin	3		31.2246	-87.7548				
36551	Loxley	AL	Alabama	Baldwin	3		30.618	-87.7562				
36555	Magnolia Springs	AL	Alabama	Baldwin	3		30.3998	-87.7726				
36559	Montrose	AL	Alabama	Baldwin	3		30.5623	-87.9005				
36561	Orange Beach	AL	Alabama	Baldwin	3		30.281	-87.5815				
36562	Perdido	AL	Alabama	Baldwin	3		31.0403	-87.6667				
36564	Point Clear	AL	Alabama	Baldwin	3		30.476	-87.9179				
36567	Robertsdale	AL	Alabama	Baldwin	3		30.5616	-87.6373				
36574	Seminole	AL	Alabama	Baldwin	3		30.5048	-87.4659				
36576	Silverhill	AL	Alabama	Baldwin	3		30.5222	-87.7457				
36578	Stapleton	AL	Alabama	Baldwin	3		30.7476	-87.7787				
36579	Stockton	AL	Alabama	Baldwin	3		31.0129	-87.8633				
36580	Summerdale	AL	Alabama	Baldwin	3		30.4752	-87.6992				
36004	Baker Hill	AL	Alabama	Barbour County	5		31.7867	-85.2397				
36016	Clayton	AL	Alabama	Barbour	5		31.8874	-85.4509				
36017	Clio	AL	Alabama	Barbour	5		31.6852	-85.5904				
36027	Eufaula	AL	Alabama	Barbour	5		31.9051	-85.1656				
36048	Louisville	AL	Alabama	Barbour	5		31.7943	-85.5581				
35034	Brent	AL	Alabama	Bibb	7		32.9357	-87.2114				
35035	Brierfield	AL	Alabama	Bibb	7		33.0427	-86.9517				
35042	Centreville	AL	Alabama	Bibb	7		32.9503	-87.1192				
35074	Green Pond	AL	Alabama	Bibb	7		33.2027	-87.118				
35184	West Blocton	AL	Alabama	Bibb	7		33.1424	-87.1369				
35188	Woodstock	AL	Alabama	Bibb	7		33.1698	-87.1635				
36792	Randolph	AL	Alabama	Bibb	7		32.8888	-86.907				
36793	Lawley	AL	Alabama	Bibb	7		32.8646	-86.9567				
35013	Allgood	AL	Alabama	Blount	9		33.9222	-86.4493				
35031	Blountsville	AL	Alabama	Blount	9		34.0929	-86.5686				
35049	Cleveland	AL	Alabama	Blount	9		33.9778	-86.5598				
35079	Hayden	AL	Alabama	Blount	9		33.9534	-86.7455				
35097	Locust Fork	AL	Alabama	Blount	9		33.905	-86.6261				
35121	Oneonta	AL	Alabama	Blount	9		33.9259	-86.4741				
35133	Remlap	AL	Alabama	Blount	9		33.8462	-86.6417				
36029	Fitzpatrick	AL	Alabama	Bullock	11		32.1516	-85.8883				
36053	Midway	AL	Alabama	Bullock	11		32.0955	-85.5315				
36061	Perote	AL	Alabama	Bullock	11		32.0928	-85.7046				
36089	Union Springs	AL	Alabama	Bullock	11		32.1663	-85.6787				
36015	Chapman	AL	Alabama	Butler	13		31.6427	-86.7343				
36030	Forest Home	AL	Alabama	Butler	13		31.8501	-86.8372				
36033	Georgiana	AL	Alabama	Butler	13		31.6287	-86.734				
36037	Greenville	AL	Alabama	Butler	13		31.81	-86.6229				
36456	Mc Kenzie	AL	Alabama	Butler	13		31.545	-86.7356				
36201	Anniston	AL	Alabama	Calhoun	15		33.6539	-85.8382				
36203	Oxford	AL	Alabama	Calhoun	15		33.5815	-85.8328				
36250	Alexandria	AL	Alabama	Calhoun	15		33.7808	-85.8924				
36253	Bynum	AL	Alabama	Calhoun	15		33.7622	-85.8378				
36254	Choccolocco	AL	Alabama	Calhoun	15		33.6573	-85.6991				
36257	De Armanville	AL	Alabama	Calhoun	15		33.7622	-85.8378				
36260	Eastaboga	AL	Alabama	Calhoun	15		33.6031	-85.9608				
36265	Jacksonville	AL	Alabama	Calhoun	15		33.831	-85.7752				
36271	Ohatchee	AL	Alabama	Calhoun	15		33.7788	-86.0254				
36272	Piedmont	AL	Alabama	Calhoun	15		33.8389	-85.646				
36277	Weaver	AL	Alabama	Calhoun	15		33.7563	-85.8107				
36279	Wellington	AL	Alabama	Calhoun	15		33.8638	-85.9153				
36852	Cusseta	AL	Alabama	Chambers	17		32.7831	-85.2756				
36854	Valley	AL	Alabama	Chambers	17		32.8113	-85.1749				
36855	Five Points	AL	Alabama	Chambers	17		33.0424	-85.3243				
36862	Lafayette	AL	Alabama	Chambers	17		32.9252	-85.4426				
36863	Lanett	AL	Alabama	Chambers	17		32.8616	-85.2161				
35959	Cedar Bluff	AL	Alabama	Cherokee	19		34.2417	-85.6026				
35960	Centre	AL	Alabama	Cherokee	19		34.1116	-85.6092				
35973	Gaylesville	AL	Alabama	Cherokee	19		34.3573	-85.5589				
35983	Leesburg	AL	Alabama	Cherokee	19		34.1911	-85.7705				
36275	Spring Garden	AL	Alabama	Cherokee	19		33.9778	-85.5521				
35045	Clanton	AL	Alabama	Chilton	21		32.8355	-86.6425				
35085	Jemison	AL	Alabama	Chilton	21		32.9805	-86.7181				
35171	Thorsby	AL	Alabama	Chilton	21		32.8932	-86.7564				
36091	Verbena	AL	Alabama	Chilton	21		32.7596	-86.5438				
36750	Maplesville	AL	Alabama	Chilton	21		32.8045	-86.8717				
36790	Stanton	AL	Alabama	Chilton	21		32.7332	-86.8963				
36903	Butler	AL	Alabama	Choctaw County	23		32.1413	-88.131				
36906	Cromwell	AL	Alabama	Choctaw	23		32.0042	-88.2007				
36908	Gilbertown	AL	Alabama	Choctaw	23		31.8666	-88.3265				
36910	Jachin	AL	Alabama	Choctaw	23		32.0042	-88.2007				
36911	Lavaca	AL	Alabama	Choctaw County	23		32.1401	-88.0799				
36912	Lisman	AL	Alabama	Choctaw	23		32.2177	-88.3234				
36913	Melvin	AL	Alabama	Choctaw	23		32.0042	-88.2007				
36915	Needham	AL	Alabama	Choctaw	23		32.0042	-88.2007				
36916	Pennington	AL	Alabama	Choctaw	23		32.2094	-88.049				
36919	Silas	AL	Alabama	Choctaw	23		31.7668	-88.3091				
36921	Toxey	AL	Alabama	Choctaw	23		31.9155	-88.151				
36922	Ward	AL	Alabama	Choctaw	23		32.3038	-88.1476				
36436	Dickinson	AL	Alabama	Clarke	25		31.7172	-87.6569				
36446	Fulton	AL	Alabama	Clarke	25		31.7925	-87.72				
36451	Grove Hill	AL	Alabama	Clarke	25		31.6755	-87.7636				
36482	Whatley	AL	Alabama	Clarke	25		31.6395	-87.6565				
36501	Alma	AL	Alabama	Clarke	25		31.4825	-87.8801				
36515	Carlton	AL	Alabama	Clarke	25		31.3224	-87.8378				
36524	Coffeeville	AL	Alabama	Clarke	25		31.7843	-88.0715				
36540	Gainestown	AL	Alabama	Clarke	25		31.4258	-87.6822				
36545	Jackson	AL	Alabama	Clarke	25		31.5131	-87.8672				
36570	Salitpa	AL	Alabama	Clarke	25		31.5884	-87.8409				
36586	Walker Springs	AL	Alabama	Clarke	25		31.5884	-87.8409				
36727	Campbell	AL	Alabama	Clarke	25		31.9213	-88.008				
36762	Morvin	AL	Alabama	Clarke	25		31.9402	-88.0034				
36784	Thomasville	AL	Alabama	Clarke	25		31.9067	-87.7598				
35082	Hollins	AL	Alabama	Clay	27		33.1162	-86.1386				
36251	Ashland	AL	Alabama	Clay	27		33.2474	-85.829				
36255	Cragford	AL	Alabama	Clay	27		33.2171	-85.7108				
36258	Delta	AL	Alabama	Clay	27		33.4573	-85.6793				
36266	Lineville	AL	Alabama	Clay	27		33.3286	-85.7346				
36267	Millerville	AL	Alabama	Clay	27		33.1808	-85.9418				
