doctor,asthma,doctor,cuz,bitches,dead,den,fa,gawd,ma,minutes,sex,swear,don,attack,urfavritasshole,deed,die,hope,im,type,allergy,bad,gotta,inhaler,ll,medicine,ve,x,ac,allergies
,73,70,8,7,7,7,7,7,7,7,7,7,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2
medical,asthma,medical,center,allergy,cannabis,health,australia,condition,medication,poster,agree,allergies,assistants,attack,colorado,g,hiring,lpns,medicalnews,mkws,news,pe,pkzx,prn,publications,rns,szmpb,via,alabama,app
,48,45,8,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
hospital,asthma,hospital,attack,bc,cause,night,time,attacks,bad,day,don,er,children,days,factsaboutme,heat,lmfao,stay,times,type,x,dnt,e,getting,gonna,heart,idc,im,little,lol
,92,89,29,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
