ApplNo	ProductNo	TECode	TESequence	ProductMktStatus
078989	001	AB	1	1
078989	002	AB	1	1
078993	001	AB	1	1
078993	002	AB	1	1
078993	003	AB	1	1
078993	004	AB	1	1
078995	001	AB	1	1
078996	001	AB	1	1
078997	001	AB	1	1
078998	001	AB	1	1
079001	001	AP	1	1
079001	002	AP	1	1
079003	001	AB	1	1
079007	001	AB	1	1
079009	001	AB	1	1
079009	002	AB	1	1
079009	003	AB	1	1
079010	001	AA	1	1
079012	001	AB	1	1
079012	002	AB	1	1
079013	001	AB	1	1
079014	001	AB	1	1
079025	001	AB	1	1
079025	002	AB	1	1
079028	001	AB	1	1
079028	002	AB	1	1
079028	003	AB	1	1
079029	001	AB	1	1
079031	001	AB1	1	1
079031	002	AB1	1	1
079031	003	AB1	1	1
079032	001	AP	1	1
079033	001	AP	1	1
079039	001	AP	1	1
079040	001	AB2	1	1
079040	002	AB2	1	1
079040	003	AB2	1	1
079040	004	AB2	1	1
079040	005	AB2	1	1
079040	006	AB2	1	1
079042	001	AB	1	1
079042	002	AB	1	1
079042	003	AB	1	1
079042	004	AB	1	1
079045	001	AB	1	1
079046	001	AB	1	1
079046	002	AB	1	1
079047	001	AB	1	1
079047	002	AB	1	1
079049	001	AB	1	1
079049	002	AB	1	1
079050	001	AB	1	1
079050	002	AB	1	1
079050	003	AB	1	1
079050	004	AB	1	1
079050	005	AB	1	1
079050	006	AB	1	1
079050	007	AB	1	1
079054	001	AB	1	1
079056	001	AB	1	1
079057	001	AB	1	1
079059	001	AA	1	1
079060	001	AB	1	1
079061	001	AB	1	1
079062	001	AA	1	1
079063	001	AA	1	1
079064	001	AB	1	1
079065	001	AB	1	1
079067	001	AB	1	1
079067	002	AB	1	1
079068	001	AP	1	1
079068	002	AP	1	1
079069	001	AB	1	1
079069	002	AB	1	1
079069	003	AB	1	1
079069	004	AB	1	1
079070	001	AB	1	1
079070	002	AB	1	1
079070	003	AB	1	1
079072	001	AB	1	1
079075	001	AB	1	1
079075	002	AB	1	1
079075	003	AB	1	1
079075	004	AB	1	1
079075	005	AB	1	1
079078	001	AP	1	1
079078	002	AP	1	1
079080	001	AB	1	1
079081	001	AB	1	1
079082	001	AB	1	1
079085	001	AB	1	1
079085	002	AB	1	1
079086	001	AP	1	1
079087	002	AB	1	1
079087	004	AB	1	1
079088	001	AB	1	1
079088	002	AB	1	1
079088	003	AB	1	1
079088	004	AB	1	1
079088	005	AB	1	1
079088	006	AB	1	1
079089	001	AB	1	1
079090	001	AB	1	1
079090	002	AB	1	1
079090	003	AB	1	1
079094	001	AB2	1	1
079095	001	AB1	1	1
079095	002	AB1	1	1
079095	003	AB1	1	1
079098	001	AB	1	1
079098	002	AB	1	1
079098	003	AB	1	1
079098	004	AB	1	1
079098	005	AB	1	1
079099	001	AB	1	1
079099	002	AB	1	1
079102	001	AB	1	1
079103	001	AB	1	1
079104	001	AP	1	1
079104	002	AP	1	1
079106	001	AB	1	1
079106	002	AB	1	1
079106	003	AB	1	1
079107	001	AA	1	1
079109	001	AB	1	1
079109	002	AB	1	1
079110	001	AB	1	1
079111	001	AB	1	1
079116	001	AB	1	1
079116	002	AB	1	1
079116	003	AB	1	1
079116	004	AB	1	1
079117	001	AB	1	1
079118	001	AB1	1	1
079118	002	AB	1	1
079119	001	AP	1	1
079120	001	AA	1	1
079121	001	AA	1	1
079123	001	AP	1	1
079132	001	AB	1	1
079132	002	AB	1	1
079132	003	AB	1	1
079132	004	AB	1	1
079133	001	AB	1	1
079134	001	AP	1	1
079135	001	AB	1	1
079135	002	AB	1	1
079135	003	AB	1	1
079135	004	AB	1	1
079138	001	AP	1	1
079139	001	AB	1	1
079139	002	AB	1	1
079139	003	AB	1	1
079142	001	AB	1	1
079142	002	AB	1	1
079148	001	AB	1	1
079148	002	AB	1	1
079148	003	AB	1	1
079150	001	AB	1	1
079150	002	AB	1	1
079153	001	AB	1	1
079153	002	AB	1	1
079153	003	AB	1	1
079153	004	AB	1	1
079157	001	AP	1	1
079158	001	AA	1	1
079159	001	AB	1	1
079159	002	AB	1	1
079159	003	AB	1	1
079160	001	AP	1	1
079160	002	AP	1	1
079162	001	AB	1	1
079162	002	AB	1	1
079162	003	AB	1	1
079162	004	AB	1	1
079163	001	AB	1	1
079163	002	AB	1	1
079163	003	AB	1	1
079165	001	AB	1	1
079165	002	AB	1	1
079165	003	AB	1	1
079165	004	AB	1	1
079165	005	AB	1	1
079165	006	AB	1	1
079165	007	AB	1	1
079175	001	AB	1	1
079182	001	AB	1	1
079182	002	AB	1	1
079183	001	AP	1	1
079185	001	AB	1	1
079186	001	AT	1	1
079187	001	AB	1	1
079187	002	AB	1	1
079187	003	AB	1	1
079187	004	AB	1	1
079193	001	AB	1	1
079195	001	AP	1	1
079195	002	AP	1	1
079196	001	AP	1	1
079197	001	AP	1	1
079198	001	AP	1	1
079198	002	AP	1	1
079198	003	AP	1	1
079199	001	AP	1	1
079199	002	AP	1	1
079204	001	AB	1	1
079204	002	AB	1	1
079206	001	AB	1	1
079206	002	AB	1	1
079209	001	AA	1	1
079211	001	AA	1	1
079212	001	AA	1	1
079213	001	AB	1	1
079213	002	AB	1	1
079213	003	AB	1	1
079220	001	AB	1	1
079221	001	AB	1	1
079224	001	AP	1	1
079226	001	AB	1	1
079227	001	AB	1	1
079229	001	AB	1	1
079229	002	AB	1	1
079229	003	AB	1	1
079229	004	AB	1	1
079229	005	AB	1	1
079229	006	AB	1	1
079229	007	AB	1	1
079230	001	AB	1	1
079230	002	AB	1	1
079232	001	AA	1	1
079234	001	AB	1	1
079234	002	AB	1	1
079234	003	AB	1	1
079234	004	AB	1	1
079237	001	AB	1	1
079239	001	AB	1	1
079240	001	AP	1	1
079240	002	AP	1	1
079241	001	AA	1	1
079242	001	AP	1	1
079244	001	AA	1	1
079245	001	AB	1	1
079245	002	AB	1	1
079247	001	AB	1	1
080021	001	AT	1	1
080027	001	AT	1	1
080028	001	AT	1	1
080029	001	AT	1	1
080154	001	BD	1	1
080157	001	AB	1	1
080172	001	BD	1	1
080198	001	AT	1	1
080205	001	AP	1	1
080209	001	AB	1	1
080212	001	AA	1	1
080225	001	AP	1	1
080248	001	AT	1	1
080258	001	AA	1	1
080292	001	AB	1	1
080352	001	AB	1	1
080356	001	AB	1	1
080404	002	AP	1	1
080404	003	AP	1	1
080408	001	AP	1	1
080408	002	AP	1	1
080409	001	AT	1	1
080429	001	AT	1	1
080439	001	BP	1	1
080439	002	BP	1	1
080439	003	BP	1	1
080439	004	BP	1	1
080439	005	BP	1	1
080443	003	AT	1	1
080445	001	AP	1	1
080445	002	AP	1	1
080445	003	AP	1	1
080445	004	AP	1	1
080455	007	AP	1	1
080455	008	AP	1	1
080455	009	AP	1	1
080455	010	AP	1	1
080505	001	AT	1	1
080521	001	AA	1	1
080556	001	AP	1	1
080557	003	AP	1	1
080571	001	AP	1	1
080600	001	AA	1	1
080677	001	AP	1	1
080680	001	AA	1	1
080692	001	AT	1	1
080693	003	AT	1	1
080704	001	AA	1	1
080706	006	AT	1	1
080737	001	AP	1	1
080767	002	BP	1	1
080817	002	AP	1	1
080850	001	AP	1	1
080880	001	AA	1	1
080925	001	AP	1	1
080936	001	AA	1	1
080937	002	AA	1	1
080966	001	AB	1	1
081002	001	AP	1	1
081030	001	AB	1	1
081031	001	AB	1	1
081040	001	AA	1	1
081048	001	AB	1	1
081049	001	AB	1	1
081050	001	AB	1	1
081051	001	AA	1	1
081079	001	AA	1	1
081080	001	AA	1	1
081083	001	AA	1	1
081099	001	AB	1	1
081113	001	AB	1	1
081134	001	AA	1	1
081149	001	AB	1	1
081150	001	AB	1	1
081151	001	AB	1	1
081165	001	AB	1	1
081203	001	AT	1	1
081213	001	AB	1	1
081214	001	AB	1	1
081215	001	AB	1	1
081216	001	AB	1	1
081223	001	AA	1	1
081235	001	AB	1	1
081236	001	AB	1	1
081277	001	AP	1	1
081297	001	AA	1	1
081297	002	AA	1	1
081306	001	AA	1	1
081309	001	AP	1	1
081318	001	AT	1	1
081319	001	AB	1	1
083051	001	AP	1	1
083082	001	AA	1	1
083082	002	AA	1	1
083116	001	AB	1	1
083158	001	AP	1	1
083158	002	AP	1	1
083158	003	AP	1	1
083163	001	AP	1	1
083177	001	AB	1	1
083177	002	AB	1	1
083201	001	AT	1	1
083220	001	AB	1	1
083220	002	AB	1	1
083220	003	AB	1	1
083220	004	AB	1	1
083288	001	AB	1	1
083304	001	AA	1	1
083308	001	AA	1	1
083312	001	AP	1	1
083312	002	AP	1	1
083365	001	BP	1	1
083386	001	BP	1	1
083391	001	AP	1	1
083426	001	AB	1	1
083547	001	AO	1	1
083551	001	AB	1	1
083590	001	AT	1	1
083677	001	AB	1	1
083711	001	AB	1	1
083714	001	AO	1	1
083722	001	BP	1	1
083740	001	AB	1	1
083745	001	AB	1	1
084048	001	AP	1	1
084048	002	AP	1	1
084088	001	AA	1	1
084092	003	AA	1	1
084094	001	AP	1	1
084110	001	AT	1	1
084112	001	BP	1	1
084113	001	BP	1	1
084114	001	BP	1	1
084115	001	BP	1	1
084122	001	AB	1	1
084176	001	AB	1	1
084211	002	AB	1	1
084217	001	AB	1	1
084234	001	AB	1	1
084276	002	AA	1	1
084277	001	AA	1	1
084279	001	AB	1	1
084283	001	AB	1	1
084285	001	AB	1	1
084294	001	AA	1	1
084305	001	AT	1	1
084306	001	AT	1	1
084307	001	AP	1	1
084310	001	BP	1	1
084324	001	AB	1	1
084325	001	AB	1	1
084349	001	AB	1	1
084349	002	AB	1	1
084363	001	AA	1	1
084364	001	AA	1	1
084388	001	AB	1	1
084427	001	AB	1	1
084442	004	AB	1	1
084503	001	AA	1	1
084504	001	AA	1	1
084610	001	AB	1	1
084611	001	BP	1	1
084612	001	BP	1	1
084613	001	BP	1	1
084615	001	AA	1	1
084616	001	AA	1	1
084623	001	AB	1	1
084697	001	AP	1	1
084754	001	AA	1	1
084756	001	AA	1	1
084756	002	AA	1	1
084768	001	AB	1	1
084769	001	AB	1	1
084779	001	AP	1	1
084840	001	AB	1	1
084843	002	AA	1	1
084878	001	AB	1	1
084878	002	AB	1	1
084903	001	AB	1	1
084903	002	AB	1	1
084916	001	AP	1	1
084936	002	AB	1	1
084937	001	AB	1	1
085025	001	AT	1	1
085027	001	AT	1	1
085055	003	AA	1	1
085055	004	AA	1	1
085061	001	AA	1	1
085082	001	AB	1	1
085123	001	AA	1	1
085128	001	AA	1	1
085159	001	AA	1	1
085161	001	AB	1	1
085162	001	AB	1	1
085180	001	AA	1	1
085182	001	AB	1	1
085182	002	AB	1	1
085192	001	AA	1	1
085223	001	AB	1	1
085272	001	AA	1	1
085311	002	AA	1	1
085372	001	AA	1	1
085461	001	AB	1	1
085470	003	AO	1	1
085472	001	AB	1	1
085475	001	AB	1	1
085499	001	AP	1	1
085521	001	AA	1	1
085583	001	AB	1	1
085588	001	AA	1	1
085592	001	AA	1	1
085598	001	AO	1	1
085620	001	AO	1	1
085635	002	AO	1	1
085635	003	AO	1	1
085691	001	AT	1	1
085691	002	AT	1	1
085691	003	AT	1	1
085692	001	AT	1	1
085692	002	AT	1	1
085692	003	AT	1	1
085740	001	AA	1	1
085762	001	AA	1	1
085785	001	AB	1	1
085786	001	AB	1	1
085788	001	AB	1	1
085789	001	AB	1	1
085799	001	AB	1	1
085828	001	AB	1	1
085868	001	AA	1	1
085870	001	AP	1	1
085882	003	AA	1	1
085966	001	AB	1	1
085967	001	AB	1	1
085968	001	AB	1	1
085969	001	AB	1	1
085970	001	AB	1	1
085971	001	AB	1	1
086009	001	AB	1	1
086009	002	AB	1	1
086009	003	AB	1	1
086009	004	AB	1	1
086009	005	AB	1	1
086009	006	AB	1	1
086010	001	AB	1	1
086011	001	AB	1	1
086028	001	AB	1	1
086030	001	AO	1	1
086031	001	AB	1	1
086033	001	AB	1	1
086054	001	AB	1	1
086055	001	AB	1	1
086066	001	AB	1	1
086067	001	AB	1	1
086153	001	AB	1	1
086155	001	AT	1	1
086157	001	AB	1	1
086158	001	AB	1	1
086162	002	AA	1	1
086183	001	AB	1	1
086195	001	BX	1	1
086221	001	AB	1	1
086223	001	AB	1	1
086242	001	AA	1	1
086242	002	AA	1	1
086242	003	AA	1	1
086242	004	AA	1	1
086257	001	AT	1	1
086262	001	AA	1	1
086263	001	AA	1	1
086283	001	AT	1	1
086294	001	AB	1	1
086364	001	AT	1	1
086382	001	AB	1	1
086383	001	AB	1	1
086413	001	AT	1	1
086414	001	AT	1	1
086415	001	AT	1	1
086428	001	AB	1	1
086429	001	AB	1	1
086450	001	BP	1	1
086457	001	BX	1	1
086459	001	AP	1	1
086513	001	AB	1	1
086724	001	AT	1	1
086809	001	AB	1	1
086831	001	AB	1	1
086831	002	AB	1	1
086923	001	AB	1	1
086925	001	AB	1	1
086945	001	AA	1	1
086961	002	AA	1	1
086962	001	AA	1	1
086988	001	AA	1	1
086989	001	AA	1	1
086996	002	AA	1	1
087003	001	AA	1	1
087006	001	AA	1	1
087022	001	AA	1	1
087022	002	AA	1	1
087056	001	AA	1	1
087059	001	AB	1	1
087062	001	AP	1	1
087068	001	AB	1	1
087083	001	AA	1	1
087104	001	AT	1	1
087127	001	AA	1	1
087128	001	AA	1	1
087129	001	AA	1	1
087143	001	AT	1	1
087147	001	BP	1	1
087160	001	AB	1	1
087184	001	AB	1	1
087190	001	AA	1	1
087190	002	AA	1	1
087197	001	AB	1	1
087204	001	AT	1	1
087209	001	AP	1	1
087242	001	AP	1	1
087266	001	AT	1	1
087294	001	AA	1	1
087313	001	AT	1	1
087329	001	AP	1	1
087329	002	AP	1	1
087342	001	AB	1	1
087356	001	AT	1	1
087357	001	AT	1	1
087385	001	AT	1	1
087388	001	AA	1	1
087392	001	AP	1	1
087393	001	AA	1	1
087398	001	AB	1	1
087400	002	AB	1	1
087408	001	AP	1	1
087408	002	AP	1	1
087409	001	AP	1	1
087425	001	AA	1	1
087440	001	AP	1	1
087446	001	AP	1	1
087447	001	AP	1	1
087457	001	AT	1	1
087458	001	AT	1	1
087463	001	AA	1	1
087479	001	AB	1	1
087499	001	AA	1	1
087508	001	AA	1	1
087537	001	AB	1	1
087600	001	AP	1	1
087644	001	AT	1	1
087702	001	AP	1	1
087708	001	AA	1	1
087716	001	AB	1	1
087717	001	AB	1	1
087722	001	AA	1	1
087736	001	AB	1	1
087757	001	AA	1	1
087795	001	AT	1	1
087796	001	AT	1	1
087800	001	AB	1	1
087801	001	AB	1	1
087804	001	AA	1	1
087810	001	BX	1	1
087836	001	AA	1	1
087844	001	AB	1	1
087845	001	AB	1	1
087846	001	AB	1	1
087859	001	AA	1	1
087872	001	AT	1	1
087881	001	AT	1	1
087902	001	AT	1	1
087916	001	BP	1	1
087946	001	AB	1	1
087953	001	AA	1	1
087954	001	BP	1	1
087997	001	AA	1	1
088004	001	AB	1	1
088004	002	AB	1	1
088004	003	AB	1	1
088004	004	AB	1	1
088008	001	AA	1	1
088017	001	AA	1	1
088021	001	BC	1	1
088023	001	AA	1	1
088042	001	AT	1	1
088072	001	AB	1	1
088072	002	AB	1	1
088088	001	AB	1	1
088100	001	AP	1	1
088138	001	AT	1	1
088148	001	BP	1	1
088160	001	BP	1	1
088167	001	AT	1	1
088168	001	AT	1	1
088169	001	AT	1	1
088170	001	AT	1	1
088190	001	AT	1	1
088191	001	AT	1	1
088228	001	AT	1	1
088237	001	BP	1	1
088238	001	BP	1	1
088250	001	AT	1	1
088254	001	AA	1	1
088262	001	AB	1	1
088276	001	AB	1	1
088292	001	AB	1	1
088294	001	AP	1	1
088295	001	AP	1	1
088299	001	AP	1	1
088306	001	BP	1	1
088316	001	BP	1	1
088320	001	AB	1	1
088321	001	AB	1	1
088325	001	AP	1	1
088327	001	AP	1	1
088328	001	AP	1	1
088329	001	AP	1	1
088348	001	AB	1	1
088349	001	AB	1	1
088350	001	AB	1	1
088387	001	AP	1	1
088388	001	AP	1	1
088391	001	AA	1	1
088400	001	AP	1	1
088432	001	AP	1	1
088440	001	AA	1	1
088441	001	AA	1	1
088450	001	AT	1	1
088451	001	AT	1	1
088465	001	AB	1	1
088467	001	AA	1	1
088468	001	AA	1	1
088481	001	BP	1	1
088482	001	AB	1	1
088483	001	AB	1	1
088484	001	BP	1	1
088487	001	AB	1	1
088496	001	AB	1	1
088497	001	AB	1	1
088508	001	AB	1	1
088549	001	AB	1	1
088549	002	AB	1	1
088571	001	AP	1	1
088586	001	AP	1	1
088616	001	AA	1	1
088617	001	AB	1	1
088618	001	AB	1	1
088619	001	AB	1	1
088627	001	AA	1	1
088628	001	AA	1	1
088629	001	AA	1	1
088636	001	AP	1	1
088637	001	AP	1	1
088638	001	AT	1	1
088639	001	AA	1	1
088640	001	AA	1	1
088759	001	AT	1	1
088761	001	AA	1	1
088762	001	AA	1	1
088763	001	AA	1	1
088764	001	AA	1	1
088769	001	AP	1	1
088770	001	AP	1	1
088771	001	AT	1	1
088790	001	AA	1	1
088799	001	AT	1	1
088802	001	AT	1	1
088803	001	AT	1	1
088832	001	AB	1	1
088864	001	AA	1	1
088873	001	AP	1	1
088875	001	AA	1	1
088901	001	AP	1	1
088902	001	AB	1	1
088903	001	AB	1	1
088908	001	AP	1	1
088911	001	AP	1	1
088912	001	AP	1	1
088921	001	AB	1	1
088922	001	AB	1	1
088999	001	AB	1	1
089000	001	AB	1	1
089001	001	AB	1	1
089008	001	AA	1	1
089058	001	AA	1	1
089059	001	AA	1	1
089060	001	AA	1	1
089069	001	AP	1	1
089070	001	AP	1	1
089074	001	AT	1	1
089081	001	AA	1	1
089095	001	AA	1	1
089096	001	AA	1	1
089097	001	AA	1	1
089098	001	AA	1	1
089124	001	AT	1	1
089129	001	AT	1	1
089160	001	AA	1	1
089175	001	AA	1	1
089238	001	AA	1	1
089245	001	AB	1	1
089246	001	AB	1	1
089247	001	AB	1	1
089335	001	AP	1	1
089338	001	BX	1	1
089340	001	AP	1	1
089341	001	AP	1	1
089343	001	AP	1	1
089346	001	AA	1	1
089351	001	AA	1	1
089367	001	AB	1	1
089381	001	AB	1	1
089382	001	AB	1	1
089383	001	AB	1	1
089384	001	AP	1	1
089398	001	AB	1	1
089399	001	AB	1	1
089400	001	AB	1	1
089401	001	AB	1	1
089402	001	AB	1	1
089403	001	AB	1	1
089406	001	AP	1	1
089407	001	AP	1	1
089408	001	AP	1	1
089409	001	AP	1	1
089410	001	AP	1	1
089414	001	AT	1	1
089422	001	AB	1	1
089424	001	AB	1	1
089424	002	AB	1	1
089424	003	AB	1	1
089425	001	AB	1	1
089450	001	AA	1	1
089451	001	AA	1	1
089452	001	AA	1	1
089472	001	AT	1	1
089521	001	AP	1	1
089522	001	AP	1	1
089524	001	AT	1	1
089525	001	AT	1	1
089526	001	AT	1	1
089534	001	AB	1	1
089560	001	AT	1	1
089583	001	AB	1	1
089584	001	AB	1	1
089585	001	AB	1	1
089586	001	AB	1	1
089594	001	AB	1	1
089601	001	AB	1	1
089635	001	AP	1	1
089644	001	AP	1	1
089645	001	AP	1	1
089646	001	AP	1	1
089647	001	AA	1	1
089651	001	AP	1	1
089674	001	AA	1	1
089682	001	AT	1	1
089683	001	AB	1	1
089684	001	AB	1	1
089685	001	AB	1	1
089686	001	AB	1	1
089689	001	AA	1	1
089699	001	AA	1	1
089717	001	AP	1	1
089718	001	AA	1	1
089725	001	AA	1	1
089740	001	AB	1	1
089741	001	AB	1	1
089742	001	AB	1	1
089743	001	AB	1	1
089752	001	AB	1	1
089763	001	AB	1	1
089771	001	AB1	1	1
089772	001	AB1	1	1
089773	001	AB1	1	1
089774	001	AB1	1	1
089797	001	AT	1	1
089804	001	AB	1	1
089804	002	AB	1	1
089804	003	AB	1	1
089804	004	AB	1	1
089805	001	AA	1	1
089807	001	AB	1	1
089808	001	AB	1	1
089828	001	AA	1	1
089859	001	AA	1	1
089883	001	AA	1	1
089884	001	AB2	1	1
089885	001	AB2	1	1
089886	001	AB2	1	1
089895	001	AA	1	1
089897	001	AA	1	1
089903	001	AP	1	1
089910	001	AA	1	1
089953	001	AB	1	1
089953	002	AB	1	1
089953	003	AB	1	1
089953	004	AB	1	1
089971	001	AA	1	1
089990	001	AA	1	1
089996	001	AT	1	1
090002	001	AP	1	1
090002	002	AP	1	1
090005	001	AP	1	1
090007	001	AB	1	1
090007	002	AB	1	1
090007	003	AB	1	1
090010	001	AP	1	1
090011	001	AB	1	1
090011	002	AB	1	1
090011	004	AB	1	1
090014	001	AB1	1	1
090016	001	AP	1	1
090016	002	AP	1	1
090017	001	AT	1	1
090019	001	AA	1	1
090020	001	AA	1	1
090020	002	AA	1	1
090022	001	AB	1	1
090022	002	AB	1	1
090022	003	AB	1	1
090022	004	AB	1	1
090024	001	AB	1	1
090024	002	AB	1	1
090024	003	AB	1	1
090025	001	AB	1	1
090027	001	AB	1	1
090027	002	AB	1	1
090027	003	AB	1	1
090027	004	AB	1	1
090027	005	AB	1	1
090028	001	AA	1	1
090029	001	AP	1	1
090031	001	AB	1	1
090031	002	AB	1	1
090035	001	AA	1	1
090037	001	AT	1	1
090038	001	AP	1	1
090038	002	AP	1	1
090039	001	AP	1	1
090039	002	AP	1	1
090054	001	AA	1	1
090055	001	AB	1	1
090056	001	AB	1	1
090056	002	AB	1	1
090061	001	AB	1	1
090062	001	AB	1	1
090062	002	AB	1	1
090062	003	AB	1	1
090064	001	AA	1	1
090066	001	AB	1	1
090066	002	AB	1	1
090070	001	AB	1	1
090071	001	AB	1	1
090071	002	AB	1	1
090071	003	AB	1	1
090072	001	AB	1	1
090072	002	AB	1	1
090072	003	AB	1	1
090074	001	AB	1	1
090074	002	AB	1	1
090075	001	AP	1	1
090075	002	AP	1	1
090077	001	AP	1	1
090079	001	AA	1	1
090081	001	AB	1	1
090082	001	AB	1	1
090082	002	AB	1	1
090082	003	AB	1	1
090082	004	AB	1	1
090083	001	AB	1	1
090083	002	AB	1	1
090083	003	AB	1	1
090084	001	AA	1	1
090088	001	AB	1	1
090092	001	AB	1	1
090094	001	AB	1	1
090094	002	AB	1	1
090094	003	AB	1	1
090094	004	AB	1	1
090095	001	AB	1	1
090097	001	AB	1	1
090097	002	AB	1	1
090097	003	AB	1	1
090099	001	AP	1	1
090100	001	AB	1	1
090100	002	AB	1	1
090101	001	AP	1	1
090101	002	AP	1	1
090101	003	AP	1	1
090102	001	AA	1	1
090107	001	AB	1	1
090107	002	AB	1	1
090108	001	AP	1	1
090109	001	AP	1	1
090110	001	AP	1	1
090111	001	AB	1	1
090114	001	AB	1	1
090116	001	AP	1	1
090118	001	AA	1	1
090118	002	AA	1	1
090118	003	AA	1	1
090120	001	AB	1	1
090121	001	AB	1	1
090122	001	AA	1	1
090122	002	AA	1	1
090124	001	AB	1	1
090124	002	AB	1	1
090124	003	AB	1	1
090125	001	AP	1	1
090128	001	AB	1	1
090128	002	AB	1	1
090128	003	AB	1	1
090130	001	AP	1	1
090134	001	AB	1	1
090134	002	AB	1	1
090135	001	AB	1	1
090135	002	AB	1	1
090135	003	AB	1	1
090135	004	AB	1	1
090135	005	AB	1	1
090135	006	AB	1	1
090135	007	AB	1	1
090137	001	AP	1	1
090137	002	AP	1	1
090143	001	AT	1	1
090144	001	AB	1	1
090145	001	AA	1	1
090146	001	AT	1	1
090149	001	AB	1	1
090149	002	AB	1	1
090150	001	AB	1	1
090150	002	AB	1	1
090150	003	AB	1	1
090151	001	AB	1	1
090151	002	AB	1	1
090151	003	AB	1	1
090151	004	AB	1	1
090151	005	AB	1	1
090151	006	AB	1	1
090153	001	AB	1	1
090153	002	AB	1	1
090158	001	AB	1	1
090158	002	AB	1	1
090158	003	AB	1	1
090161	001	AB	1	1
090162	001	AB	1	1
090162	002	AB	1	1
090162	003	AB	1	1
090162	004	AB	1	1
090163	001	AP	1	1
090164	001	AB	1	1
090166	001	AB	1	1
090168	001	AA	1	1
090168	002	AA	1	1
090168	003	AA	1	1
090169	001	AB	1	1
090169	002	AB	1	1
090169	003	AB	1	1
090169	004	AB	1	1
090170	001	AB	1	1
090170	002	AB	1	1
090170	003	AB	1	1
090170	004	AB	1	1
090174	001	AB	1	1
090174	002	AB	1	1
090174	003	AB	1	1
090175	001	AB	1	1
090175	002	AB	1	1
090177	001	AA	1	1
090177	002	AA	1	1
090177	003	AA	1	1
090177	004	AA	1	1
090177	005	AA	1	1
090177	006	AA	1	1
090178	001	AB	1	1
090178	002	AB	1	1
090178	003	AB	1	1
090180	001	AA	1	1
090181	001	AP	1	1
090181	002	AP	1	1
090184	001	AT	1	1
090186	001	AA	1	1
090190	001	AB	1	1
090190	002	AB	1	1
090190	003	AB	1	1
090190	004	AB	1	1
090190	005	AB	1	1
090190	006	AB	1	1
090191	001	AA	1	1
090193	001	AP	1	1
090195	001	AA	1	1
090195	002	AA	1	1
090199	001	AB	1	1
090200	001	AA	1	1
090200	002	AA	1	1
090201	001	AB	1	1
090201	002	AB	1	1
090201	003	AB	1	1
090210	001	AB	1	1
090210	002	AB	1	1
090210	003	AB	1	1
090211	001	AP	1	1
090215	001	AT	1	1
090216	001	AB	1	1
090216	002	AB	1	1
090219	001	AB	1	1
090220	001	AP	1	1
090221	001	AB	1	1
090222	001	AB	1	1
090223	001	AB1	1	1
090223	002	AB1	1	1
090223	003	AB	1	1
090227	001	AB	1	1
090228	001	AB	1	1
090228	002	AB	1	1
090229	001	AB	1	1
090231	001	AA	1	1
090233	001	AP	1	1
090239	001	AB	1	1
090239	002	AB	1	1
090239	003	AB	1	1
090240	001	AP	1	1
090241	001	AB	1	1
090241	002	AB	1	1
090241	003	AB	1	1
090241	004	AB	1	1
090241	005	AB	1	1
090241	006	AB	1	1
090242	003	AP	1	1
090243	001	AP	1	1
090243	002	AP	1	1
090246	001	AB	1	1
090247	001	AB	1	1
090247	002	AB	1	1
090248	001	AB	1	1
090248	002	AB	1	1
090248	003	AB	1	1
090248	004	AB	1	1
090249	001	AA	1	1
090250	001	AP	1	1
090250	002	AP	1	1
090253	001	AB	1	1
090255	001	AA	1	1
090255	002	AA	1	1
090255	003	AA	1	1
090255	004	AA	1	1
090258	001	AB	1	1
090258	002	AB	1	1
090258	003	AB	1	1
090258	004	AB	1	1
090260	001	AA	1	1
090261	001	AB	1	1
090263	001	AA	1	1
090265	001	AA	1	1
090265	002	AA	1	1
090265	003	AA	1	1
090266	001	AP	1	1
090266	002	AP	1	1
090268	001	AT	1	1
090269	001	AT	1	1
090270	001	AP	1	1
090273	001	AB	1	1
090278	001	AB	1	1
090278	002	AB	1	1
090278	003	AB	1	1
090278	004	AB	1	1
090284	001	AB	1	1
090287	001	AP	1	1
090288	001	AB	1	1
090288	002	AB	1	1
090289	001	AB	1	1
090290	001	AB	1	1
090290	002	AB	1	1
090292	001	AB	1	1
090294	001	AA	1	1
090294	002	AA	1	1
090294	003	AA	1	1
090297	001	AN	1	1
090297	002	AN	1	1
090297	003	AN	1	1
090299	001	AP	1	1
090303	001	AP	1	1
090304	001	AP	1	1
090307	001	AB	1	1
090310	001	AP	1	1
090313	001	AA	1	1
090314	001	AP	1	1
090315	001	AP	1	1
090315	002	AP	1	1
090316	001	AP	1	1
090316	002	AP	1	1
090317	001	AP	1	1
090321	001	AB	1	1
090321	002	AB	1	1
090321	003	AB	1	1
090321	004	AB	1	1
090323	001	AB	1	1
090324	001	AB	1	1
090324	002	AB	1	1
090324	003	AB	1	1
090325	001	AB1	1	1
090325	002	AB1	1	1
090325	003	AB1	1	1
090326	001	AB	1	1
090326	002	AB	1	1
090326	003	AB	1	1
090331	001	AB	1	1
090331	002	AB	1	1
090334	001	AB	1	1
090334	002	AB	1	1
090335	001	AB	1	1
090335	002	AB	1	1
090339	001	AP	1	1
090340	001	AP	1	1
090340	002	AP	1	1
090343	001	AP	1	1
090343	002	AP	1	1
